,J134VIXT,J134VCST,J134GVAT,J134VAGT,DESNCVQ,DESNFIEQ,DESNXQ,DESNMQ,DESNGDPQ,
 Comment,Germany: GVA: Industry excl Construction(SWDA Mil.Ch.05.NAC),Germany: GVA: Construction(SWDA Mil.Ch.05.NAC),Germany: Gross Value Added (SWDA Mil.Ch.05.NAC),Germany: GVA: Agriculture Forestry & Fishing(SWDA Mil.Ch.05.NAC),Germany: GDP: Private Consumption (SWDA 2005=100),Germany: GDP: Fixed Investment: Equipment (SWDA 2005=100),Germany: GDP: Total Exports (SWDA 2005=100),Germany: GDP: Total Imports (SWDA 2005=100),Germany: GDP: Gross Domestic Product (SWDA 2005=100),
